game_id,week,home_team,away_team,home_score,away_score,went_ot,winner,loser
1,1,China,Kazakhstan,3,1,0,China,Kazakhstan
2,1,Denmark,Poland,4,0,0,Denmark,Poland
3,1,Great Britain,Canada,3,2,0,Great Britain,Canada
4,1,Ukraine,Norway,4,2,0,Ukraine,Norway
5,1,Belarus,Russia,2,3,1,Russia,Belarus
6,1,Netherlands,Croatia,3,4,0,Croatia,Netherlands
7,1,Slovenia,Finland,1,4,0,Finland,Slovenia
8,1,Czech Republic,Japan,5,4,1,Czech Republic,Japan
9,1,Austria,France,6,2,0,Austria,France
10,1,Italy,Germany,2,3,1,Germany,Italy
11,1,Sweden,Switzerland,1,2,0,Switzerland,Sweden
12,1,Hungary,South Korea,4,3,1,Hungary,South Korea
13,1,Belgium,United States,5,6,1,United States,Belgium
14,1,Estonia,Latvia,1,6,0,Latvia,Estonia
15,1,Lithuania,Romania,2,1,0,Lithuania,Romania
16,1,Spain,Slovakia,3,2,1,Spain,Slovakia
17,2,Denmark,Russia,3,4,0,Russia,Denmark
18,2,Austria,Poland,1,2,0,Poland,Austria
19,2,Croatia,Spain,4,5,1,Spain,Croatia
20,2,Canada,Norway,2,3,1,Norway,Canada
21,2,Sweden,Kazakhstan,3,2,0,Sweden,Kazakhstan
22,2,Great Britain,United States,2,5,0,United States,Great Britain
23,2,Japan,Belarus,2,3,0,Belarus,Japan
24,2,Slovenia,Italy,7,4,0,Slovenia,Italy
25,2,China,Belgium,2,3,0,Belgium,China
26,2,Estonia,Czech Republic,4,3,0,Estonia,Czech Republic
27,2,Finland,Switzerland,2,3,0,Switzerland,Finland
28,2,Ukraine,Germany,1,3,0,Germany,Ukraine
29,2,Latvia,France,2,3,0,France,Latvia
30,2,Netherlands,South Korea,2,1,1,Netherlands,South Korea
31,2,Hungary,Slovakia,2,3,0,Slovakia,Hungary
32,2,Romania,Lithuania,0,2,0,Lithuania,Romania
33,3,Czech Republic,Russia,2,5,0,Russia,Czech Republic
34,3,Croatia,Hungary,6,7,1,Hungary,Croatia
35,3,Belgium,Denmark,4,0,0,Belgium,Denmark
36,3,Spain,China,2,1,1,Spain,China
37,3,Italy,France,2,4,0,France,Italy
38,3,Canada,Estonia,8,4,0,Canada,Estonia
39,3,Japan,South Korea,2,3,1,South Korea,Japan
40,3,Netherlands,Finland,2,3,0,Finland,Netherlands
41,3,Lithuania,Austria,0,3,0,Austria,Lithuania
42,3,United States,Kazakhstan,5,3,0,United States,Kazakhstan
43,3,Poland,Slovakia,0,3,0,Slovakia,Poland
44,3,Belarus,Slovenia,3,5,0,Slovenia,Belarus
45,3,Switzerland,Romania,3,2,0,Switzerland,Romania
46,3,Norway,Ukraine,4,2,0,Norway,Ukraine
47,3,Sweden,Germany,3,2,0,Sweden,Germany
48,3,Great Britain,Latvia,6,5,1,Great Britain,Latvia
49,4,Slovenia,Russia,4,3,0,Slovenia,Russia
50,4,Czech Republic,Lithuania,2,3,0,Lithuania,Czech Republic
51,4,Ukraine,Denmark,3,2,1,Ukraine,Denmark
52,4,France,Estonia,6,2,0,France,Estonia
53,4,Austria,Sweden,5,4,1,Austria,Sweden
54,4,China,Croatia,0,1,0,Croatia,China
55,4,Italy,Germany,3,2,0,Italy,Germany
56,4,Finland,Great Britain,3,2,1,Finland,Great Britain
57,4,South Korea,Norway,3,4,1,Norway,South Korea
58,4,Latvia,Hungary,4,2,0,Latvia,Hungary
59,4,Spain,Canada,4,3,1,Spain,Canada
60,4,Slovakia,Japan,2,1,0,Slovakia,Japan
61,4,Belarus,Kazakhstan,3,4,1,Kazakhstan,Belarus
62,4,United States,Switzerland,1,2,0,Switzerland,United States
63,4,Poland,Netherlands,1,4,0,Netherlands,Poland
64,4,Belgium,Romania,3,2,0,Belgium,Romania
65,5,Sweden,Russia,4,5,1,Russia,Sweden
66,5,Norway,Denmark,5,2,0,Norway,Denmark
67,5,Slovenia,Croatia,4,3,0,Slovenia,Croatia
68,5,Austria,South Korea,0,1,0,South Korea,Austria
69,5,Latvia,Italy,3,1,0,Latvia,Italy
70,5,Estonia,China,2,3,1,China,Estonia
71,5,Belgium,Great Britain,0,1,1,Great Britain,Belgium
72,5,Germany,Czech Republic,2,3,0,Czech Republic,Germany
73,5,Finland,United States,3,2,1,Finland,United States
74,5,Spain,France,4,5,0,France,Spain
75,5,Japan,Lithuania,1,2,1,Lithuania,Japan
76,5,Ukraine,Belarus,4,3,0,Ukraine,Belarus
77,5,Netherlands,Canada,3,2,0,Netherlands,Canada
78,5,Poland,Switzerland,2,1,0,Poland,Switzerland
79,5,Romania,Slovakia,1,2,0,Slovakia,Romania
80,5,Hungary,Kazakhstan,4,5,1,Kazakhstan,Hungary
81,6,Lithuania,Russia,4,2,0,Lithuania,Russia
82,6,Denmark,Belgium,3,4,0,Belgium,Denmark
83,6,France,Sweden,5,4,0,France,Sweden
84,6,Belarus,Norway,2,3,0,Norway,Belarus
85,6,China,Hungary,3,2,1,China,Hungary
86,6,Switzerland,Austria,3,0,0,Switzerland,Austria
87,6,Czech Republic,Slovakia,7,2,0,Czech Republic,Slovakia
88,6,Germany,South Korea,5,2,0,Germany,South Korea
89,6,Slovenia,Spain,4,5,1,Spain,Slovenia
