game_id,week,home_team,away_team,home_line_type,home_pairing_type,away_line_type,away_pairing_type,home_goalie,away_goalie,went_ot,toi,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_taken,away_penalties_taken,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes
1,1,China,Kazakhstan,top,top,top,top,Jeremy Duncan,Damon Glover,0,144.64,0,1,0.0,0.0557,0.0,0.0557,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,PK,PK,PP,PP,Jeremy Duncan,Damon Glover,0,267.82,0,4,0.0,0.4641,0.0,0.116,0,0,0,0,4,0,0,4,8,0
1,1,China,Kazakhstan,PP,PP,PK,PK,Jeremy Duncan,Damon Glover,0,701.01,8,4,1.4576,0.3112,0.2473,0.1265,2,0,3,0,0,9,9,0,0,18
1,1,China,Kazakhstan,top,secondary,top,secondary,Jeremy Duncan,Damon Glover,0,300.3,3,3,0.3004,0.2495,0.1001,0.0832,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,secondary,top,Jeremy Duncan,Damon Glover,0,185.14,2,1,0.2156,0.0693,0.1294,0.0693,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,277.84,2,4,0.239,0.2853,0.1195,0.0713,0,1,0,2,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,top,Jeremy Duncan,Damon Glover,0,367.04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,secondary,top,Jeremy Duncan,Damon Glover,0,134.52,1,0,0.1028,0.0,0.1028,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,secondary,secondary,Jeremy Duncan,Damon Glover,0,125.49,2,1,0.2447,0.0967,0.1223,0.0967,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,top,secondary,Jeremy Duncan,Damon Glover,0,68.74,1,1,0.0836,0.0569,0.0836,0.0569,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,54.5,0,1,0.0,0.0705,0.0,0.0705,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,top,top,Jeremy Duncan,Damon Glover,0,59.99,0,2,0.0,0.164,0.0,0.082,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,secondary,secondary,Jeremy Duncan,Damon Glover,0,74.64,1,0,0.103,0.0,0.103,0.0,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,top,top,secondary,top,Jeremy Duncan,Damon Glover,0,164.24,0,2,0.0,0.1302,0.0,0.0863,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,top,secondary,Jeremy Duncan,Damon Glover,0,94.49,0,2,0.0,0.2172,0.0,0.1086,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,top,top,secondary,Jeremy Duncan,Damon Glover,0,184.21,0,2,0.0,0.1646,0.0,0.0823,0,2,0,3,0,0,0,0,0,0
1,1,China,Kazakhstan,top,secondary,secondary,top,Jeremy Duncan,Damon Glover,0,243.77,1,2,0.1,0.1404,0.1,0.0702,0,0,0,0,0,0,0,0,0,0
1,1,China,Kazakhstan,secondary,secondary,top,top,Jeremy Duncan,Damon Glover,0,151.61,0,1,0.0,0.1074,0.0,0.1074,0,0,0,0,0,0,0,0,0,0
2,1,Denmark,Poland,top,top,top,top,Robert Williams,Christopher Travis,1,162.14,0,1,0.0,0.1002,0.0,0.1002,0,1,0,0,0,0,0,0,0,0
